,0,1
317,40.0286111,44.5586111
318,40.1297222,44.0705556
319,40.285,44.5422222
320,39.9661111,44.5333333
321,40.0283333,44.4827778
322,40.1544444,44.3777778
323,40.7652778,43.9908333
324,40.1775,43.9063889
325,40.0677778,43.9855556
326,40.8613889,45.3175
327,40.0913889,44.4041667
328,40.1922222,44.3466667
329,40.0236111,44.4244444
330,40.0866667,43.99
331,40.0041667,44.5947222
332,41.1880556,44.3272222
333,40.3822222,45.1783333
334,40.3211111,44.5797222
335,40.2666667,44.6563889
336,40.3133333,44.4047222
337,39.8166667,44.6669444
338,41.1725,44.9936111
339,40.0263889,44.5252778
340,41.0538889,44.6113889
341,40.2705556,44.2691667
342,40.9805556,45.3991667
343,40.5933333,43.94
344,40.65,44.05
345,40.2480556,44.415
346,40.0405556,44.0675
347,40.2566667,44.585
348,40.0252778,44.3702778
349,39.7597222,45.18
350,40.1852778,44.2422222
351,40.7725,44.2191667
352,40.67,43.8663889
353,41.0563889,45.1458333
354,40.2891667,45.1341667
355,40.2472222,44.3380556
356,40.555,44.9536111
357,39.5616667,45.9122222
358,39.9308333,44.5783333
359,40.7883333,44.5316667
360,39.8333333,45.3016667
361,40.4861111,44.3825
362,40.05,43.9333333
363,39.4341667,46.3155556
364,40.8605556,44.1527778
365,40.8480556,43.9213889
366,41.1477778,44.8377778
367,39.9,44.6666667
368,39.4627778,45.9730556
369,40.0586111,44.3863889
370,40.4636111,44.7086111
371,40.1133333,44.0552778
372,40.665,44.0188889
373,39.75,44.8
374,40.3369444,43.8588889
375,40.0772222,44.0886111
376,40.1330556,44.1991667
377,41.1244444,44.2819444
378,40.1416667,45.1913889
379,39.5547222,46.4758333
380,40.7986111,44.1072222
381,40.5386111,44.7113889
382,40.6361111,44.2230556
383,40.1869444,44.2666667
384,40.6330556,44.9522222
385,40.1819444,45.635
386,40.4769444,45.0375
387,40.1608333,45.4538889
388,41.0711111,44.3969444
389,40.3536111,44.3686111
390,40.1727778,44.2925
391,40.1377778,45.3291667
392,40.9080556,44.6069444
393,40.57,45.3955556
394,40.8127778,44.4883333
395,40.95,44.4666667
396,40.1916667,45.1875
397,40.135,45.4363889
398,40.1805556,45.7283333
399,40.5561111,44.9111111
400,39.9105556,44.7277778
401,40.0005556,44.585
402,40.0252778,44.5908333
403,40.1327778,45.2486111
404,39.5358333,46.3119444
405,39.7938889,45.3633333
406,40.7383333,43.7758333
407,40.1413889,44.3291667
408,41.1191667,45.0652778
409,40.2797222,44.295
410,39.9588889,44.5591667
411,39.8277778,44.6372222
412,40.0902778,44.1625
413,40.9041667,44.6325
414,40.3216667,44.4813889
415,40.0722222,44.2158333
416,40.7,43.75
417,40.1811111,44.5136111
418,39.8094444,45.0511111
419,39.6372222,45.5086111
420,40.2611111,44.7361111
421,40.1616667,44.0883333
422,40.0925,44.3919444
423,40.3569444,44.5230556
424,40.5736111,44.7863889
425,40.5108333,44.4288889
426,12.2833333,-69.0666667
427,17.4833333,-62.9833333
428,12.15,-68.2666667
429,12.05,-68.8166667
430,17.4666667,-62.9833333
431,12.2333333,-68.3333333
432,12.1333333,-68.9833333
433,12.2666667,-69.1
434,12.3666667,-69.1666667
435,12.1,-68.9166667
436,-12.578333,13.407222
437,-12.8525,15.560556
438,-5.55,12.2
439,-13.733333,15.066667
440,-13.783333,14.683333
441,-8.18812,15.37495
442,-12.016667,17.483333
443,-12.15,17.283333
444,-12.431389,13.547222
445,-8.58,13.664167
446,-11.067147,20.701483
447,-12.166667,17.333333
448,-12.776111,15.739167
449,-10.73366,14.979949
450,-12.383333,16.933333
451,-11.65,20.45
452,-12.319722,13.599722
453,-12.906667,15.253333
454,-8.836804,13.233174
455,-10.707273,22.22466
456,-14.916667,13.5
457,-8.419151,20.744655
458,-11.783333,19.916667
459,-11.55,20.783333
460,-9.544722,16.345278
461,-14.661639,17.688224
462,-15.196111,12.152222
463,-17.066667,15.733333
464,-9.66078,20.391553
465,-6.134903,12.368935
466,-11.206048,13.843713
467,-7.613282,15.056621
468,-31.652925,-64.428259
469,-36.776976,-59.858539
470,-38.719595,-62.272432
471,-32.625906,-62.68873
472,-34.168742,-58.95914
473,-28.469574,-65.785239
474,-34.641667,-60.473889
475,-34.895661,-60.016667
476,-45.864135,-67.496558
477,-32.482493,-58.237217
478,-31.392959,-58.02089
479,-31.413496,-64.181052
480,-27.480596,-58.834099
481,-36.313215,-57.679185
482,-26.404841,-54.624784
483,-26.177534,-58.178139
484,-35.656622,-63.756815
485,-39.02797,-67.573711
486,-29.14003,-59.262564
487,-33.009375,-58.51722
488,-33.141559,-59.309657
489,-24.194565,-65.297116
490,-34.583816,-60.943318
491,-34.921454,-57.954533
492,-29.411048,-66.850668
493,-23.806443,-64.787574
494,-34.866494,-61.530197
495,-34.570278,-59.105
496,-33.035471,-68.877823
497,-38.002278,-57.557539
498,-32.890845,-68.827171
499,-34.651455,-59.430676
500,-29.181858,-58.078951
501,-33.674359,-65.461405
502,-38.547259,-58.736753
503,-38.951606,-68.059102
504,-35.444374,-60.883131
505,-27.487059,-55.11994
506,-36.892715,-60.32254
507,-31.731967,-60.523802
508,-33.889949,-60.573568
509,-27.367077,-55.896078
510,-26.785221,-60.438761
511,-42.769201,-65.038513
512,-38.875875,-62.073589
513,-31.250332,-61.486696
514,-43.300158,-65.10228
515,-29.15,-59.65
516,-27.46056,-58.983886
517,-33.130671,-64.349918
518,-51.622613,-69.218127
519,-32.173008,-64.114055
520,-33.190509,-68.46081
521,-32.946818,-60.639317
522,-24.785896,-65.411664
523,-41.140293,-71.301369
524,-31.427971,-62.082656
525,-31.5375,-68.536389
526,-28.133061,-58.767331
527,-33.295012,-66.335627
528,-33.081031,-68.468138
529,-33.335784,-60.225233
530,-33.679127,-59.666635
531,-24.231266,-64.866141
532,-34.617717,-68.330066
533,-23.13398,-64.324645
534,-31.629484,-60.701036
535,-36.616667,-64.283333
536,-27.795112,-64.261489
537,-34.982645,-58.376169
538,-37.321674,-59.133164
539,-22.516365,-63.801314
540,-43.250075,-65.313295
541,-38.373939,-60.279781
542,-26.824144,-65.2226
543,-54.8,-68.3
544,-35.432303,-60.172707
545,-33.745564,-61.968845
546,-32.619888,-60.153907
547,-40.813452,-62.996676
548,-31.424138,-64.497778
549,-33.227778,-60.329699
550,-32.407514,-63.240161
551,-34.098142,-59.028585
552,47.3,11.5
553,47.55,13.35
554,47.35,9.65
555,47.15,14.233333
556,47.9,13.75
557,48.116667,14.866667
558,47.75,13.066667
559,48.2,14.283333
560,46.546111,13.71
561,48.216667,14.4
562,47.233333,11.3
563,47.6,13.783333
564,48.016667,16.233333
565,47.633333,13.616667
566,48.033333,14.2
567,47.166667,13.1
568,47.716667,13.616667
569,46.962778,14.791667
570,47.966667,16.2
571,46.983333,16.05
572,47.833333,13.033333
573,47.95,16.1
574,47.416667,13.216667
575,47.149722,9.816667
576,48.266667,13.033333
577,47.5,9.766667
578,48.016667,16.766667
579,47.416667,15.283333
580,46.815278,15.222222
581,48.299722,16.566667
582,47.416667,9.733056
583,47.633333,12.216667
584,47.8,13.766667
585,46.608056,14.364167
586,46.591389,14.643611
587,47.95,16.4
588,47.533333,14.883333
589,47.85,16.516667
590,48.35,14.45
591,48.2,14.466667
592,46.953056,15.888333
593,48.35,14.05
594,46.716667,14.1
595,47.233056,9.6
596,46.526944,14.301944
597,46.565556,13.865278
598,47.2,14.683333
599,48.066667,13.483333
600,48.5,14.5
601,46.955278,14.405833
602,47.266667,15.316667
603,47.35,11.85
604,47.05,16.083333
605,48.35,14.416667
606,48.35,16.733333
607,48.016667,14.4
608,47.1,15.716667
609,47.666667,15.933333
610,47.916667,13.8
611,48.766667,14.983333
612,47.333056,9.633056
613,47.133333,15.35
614,47.066667,15.45
615,48.233333,13.833333
616,47.733333,13.033333
617,48.033333,16.3
618,48.15,15.5
619,48.15,16.933333
620,47.683333,13.1
621,47.6,14.45
622,47.483056,9.683056
623,48.866667,15.116667
624,46.627222,13.367222
625,48.266667,15.683333
626,48.083333,16.433333
627,47.466667,9.633056
628,47.366667,9.683056
629,48.55,16.083333
630,47.45,12.166667
631,47.55,9.75
632,48.65,15.65
633,48.233333,14.183333
634,47.233333,10.733333
635,47.266667,11.4
636,47.4,11.783333
637,46.939167,16.146667
638,47.166667,14.666667
639,47.433333,15.3
640,47.5,15.45
641,47.516667,12.083333
642,47.45,12.383333
643,46.624722,14.305278
644,48.3,16.316667
645,47.216667,14.816667
646,47.066667,15.083333
647,48.35,16.333333
648,47.95,16.216667
649,48.416667,15.6
650,48.05,14.133333
651,47.533333,15.55
652,47.616667,13.15
653,47.583333,12.166667
654,47.966667,13.816667
655,48.716667,16.383333
656,47.133333,10.566667
657,48.466667,15.666667
658,48.3,16.35
659,47.483056,9.733056
660,46.781667,15.541667
661,47.966667,13.616667
662,47.383333,15.1
663,48.266667,14.25
664,46.831111,12.759722
665,47.566667,14.233333
666,48.3,14.3
667,47.533333,9.75
668,47.433056,9.65
669,48.183333,14.116667
670,48.1,16.283333
671,47.0,12.533333
672,47.733333,16.4
673,48.216667,15.316667
674,47.85,14.133333
675,48.57,16.576667
676,47.2,9.65
677,47.266667,12.483333
678,48.083333,16.283333
679,46.6575,14.174722
680,47.6,15.683333
681,47.183056,9.7
682,47.783333,16.283333
683,48.2,15.9
684,47.716667,16.083333
685,47.933333,16.833333
686,47.166667,9.8
687,48.25,13.333333
688,47.283333,16.2
689,48.25,14.2
690,46.714167,13.636111
691,48.116667,16.266667
692,48.25,14.633333
693,47.366667,16.116667
694,47.9,16.383333
695,48.666667,16.633333
696,48.183333,16.083333
697,48.05,15.133333
698,48.2,16.166667
699,47.383333,13.45
700,47.283056,9.65
701,47.7,15.833333
702,48.75,15.95
703,47.483333,10.716667
704,48.216667,13.5
705,47.516667,14.35
706,47.283333,11.45
707,47.8,16.666667
708,47.416667,12.85
709,47.8,13.033333
710,46.766111,14.823611
711,48.166667,13.133333
712,47.933333,13.483333
713,46.547778,14.057222
714,47.35,13.2
715,48.2,15.633333
716,48.166667,14.516667
717,46.768056,14.360278
718,48.45,13.433333
719,47.9,13.95
720,47.383333,13.683333
721,48.783333,15.066667
722,47.066667,9.916667
723,47.333333,11.7
724,48.133333,16.466667
725,46.821944,13.495
726,47.9,13.133333
727,47.95,13.583333
728,48.25,16.0
729,48.033333,14.3
730,46.8,13.5
731,48.283333,14.366667
732,48.05,14.416667
733,48.383333,16.216667
734,48.316667,16.666667
735,47.133333,13.8
736,47.3,11.066667
737,47.716667,16.033333
738,47.833333,13.25
739,48.0,13.6
740,48.016667,16.283333
741,48.35,15.733333
742,48.216667,14.233333
743,47.416667,15.0
744,48.333333,16.05
745,46.616111,14.045833
746,48.2,16.366667
747,46.610278,13.855833
748,48.016667,13.65
749,48.0,13.483333
750,47.033333,15.15
751,46.662222,14.634444
752,47.25,11.333333
753,47.333333,11.683333
754,48.0,13.916667
755,47.966667,14.766667
756,47.283333,11.6
757,47.216667,15.616667
758,48.166667,14.033333
759,46.616667,13.933333
760,48.066667,16.316667
761,47.8,16.25
762,48.1,15.6
763,46.840556,14.844167
764,47.466667,9.75
765,48.383333,16.516667
766,47.483333,12.066667
767,48.166667,15.083333
768,47.316667,12.783333
769,47.183333,14.75
770,47.283333,11.233333
771,48.533333,16.75
772,48.616667,15.166667
773,-34.928661,138.598633
774,-35.003101,117.865952
775,-36.07494,146.923935
776,-23.697479,133.883621
777,-13.85413,136.421295
778,-37.285419,142.927277
779,-30.50828,151.671234
780,-17.268641,145.47522
781,-33.279202,115.715042
782,-19.573931,147.406662
783,-37.822891,147.610413
784,-37.56266,143.862579
785,-28.86414,153.565414
786,-35.706581,150.175415
787,-36.551128,145.984253
788,-36.758179,144.280243
789,-24.416667,150.5
790,-23.583509,148.87912
791,-27.08367,153.159424
792,-20.01367,148.247543
793,-34.477501,150.420395
794,-27.47101,153.024292
795,-31.961729,141.459976
796,-17.955379,122.23922
797,-26.684429,153.057053
798,-33.32711,115.641373
799,-24.866211,152.3479
800,-41.05584,145.903748
801,-27.161131,152.959442
802,-33.652489,115.345497
803,-28.64201,153.611938
804,-27.08465,152.951096
805,-16.92304,145.766251
806,-26.797091,153.137711
807,-35.27603,149.13435
808,-24.88073,113.659401
809,-28.858191,153.047485
810,-37.067089,144.216843
811,-32.832111,151.356232
812,-20.07671,146.263535
813,-38.1567,144.555099
814,-30.296261,153.11351
815,-38.339001,143.584885
816,-33.362061,116.156174
817,-26.533331,153.091232
818,-36.234692,149.125977
819,-34.640949,148.028381
820,-35.999619,146.385803
821,-33.835541,148.696625
822,-37.6,144.95
823,-38.113419,145.283264
824,-38.35,145.2
825,-27.18169,151.262054
826,-12.45722,130.836639
827,-27.193541,153.026306
828,-35.527409,144.959579
829,-41.176949,146.351517
830,-32.24295,148.604843
831,-23.522961,148.157837
832,-33.86013,121.882591
833,-32.79924,134.211594
834,-33.384361,148.007599
835,-12.02811,135.564865
836,-27.558729,152.276184
837,-34.602509,138.749023
838,-38.153461,144.358093
839,-28.778971,114.614594
840,-23.84761,151.256348
841,-28.00029,153.430878
842,-34.751549,149.720856
843,-29.690121,152.933365
844,-34.288528,146.050934
845,-30.98065,150.258377
846,-26.189159,152.658188
847,-37.74334,142.028915
848,-38.3,145.183333
849,-37.65395,145.517181
850,-25.285,152.873
851,-42.883209,147.331665
852,-36.711311,142.199814
853,-12.49576,131.044464
854,-18.645519,146.162476
855,-17.522091,146.031021
856,-29.774031,151.111664
857,-12.67558,132.831406
858,-20.73649,116.84638
859,-14.46517,132.263474
860,-26.705999,153.131577
861,-31.078979,152.830933
862,-34.668282,150.852188
863,-26.53994,151.837296
864,-15.77813,128.744141
865,-32.819328,151.47908
866,-32.230129,115.781281
867,-36.313351,145.050354
868,-37.878941,147.995132
869,-38.02388,144.406174
870,-41.438759,147.134674
871,-34.551048,146.404831
872,-32.731579,152.037186
873,-38.19001,144.468246
874,-28.81328,153.275803
875,-33.482471,150.136307
876,-21.15345,149.165543
877,-32.526901,115.721703
878,-12.05111,134.22258
879,-16.995001,145.423233
880,-25.54073,152.704926
881,-37.04562,143.739227
882,-32.741501,151.867599
883,-37.813938,144.963425
884,-37.683392,144.585434
885,-34.185509,142.162506
886,-12.10188,134.919006
887,-34.45002,150.445724
888,-21.99828,148.034836
889,-27.108761,152.949066
890,-29.46278,149.841568
891,-38.23476,146.394989
892,-34.553741,150.371155
893,-35.066667,138.866667
894,-37.831799,140.77919
895,-20.725229,139.497269
896,-32.433333,149.583333
897,-35.119862,139.273453
898,-28.32732,153.393387
899,-32.261181,150.890091
900,-26.626129,152.959412
901,-30.643181,153.008835
902,-30.32612,149.783707
903,-32.720428,152.143982
904,-27.98941,153.336334
905,-32.927792,151.784485
906,-42.78075,147.059387
907,-11.75911,130.638153
908,-14.73081,134.731018
909,-12.18652,136.782013
910,-31.649321,116.674232
911,-33.283089,149.100006
912,-38.070179,145.474106
913,-33.137199,148.175903
914,-31.95224,115.861397
915,-32.495972,137.772812
916,-20.312149,118.610588
917,-14.24029,129.52092
918,-38.352612,141.605743
919,-34.72625,135.87442
920,-31.43084,152.908936
921,-33.191761,138.017456
922,-35.354931,149.231995
923,-32.75,151.75
924,-23.38032,150.505951
925,-20.772289,117.146477
926,-26.56741,148.787506
927,-38.11095,147.068024
928,-30.36459,153.10141
929,-32.567421,151.166031
930,-38.216667,145.166667
931,-37.05632,142.780884
932,-37.577419,144.726074
933,-35.3386,143.559525
934,-33.861481,151.205475
935,-31.090481,150.929047
936,-31.91099,152.453873
937,-27.56056,151.953857
938,-25.283333,152.866667
939,-19.26639,146.805695
940,-38.195278,146.541504
941,-35.300159,148.225052
942,-35.359058,150.472473
943,-41.160259,146.182419
944,-35.550419,138.621536
945,-27.58329,153.311722
946,-35.125771,147.353745
947,-36.358459,146.320557
948,-38.159119,145.931183
949,-38.38176,142.487991
950,-28.219009,152.034378
951,-32.555882,148.945084
952,-33.032681,137.564835
953,-36.121792,146.888092
954,-34.424,150.893448
955,-38.605862,145.593552
956,-23.126829,150.744064
957,-34.313499,148.301071
958,-25.245291,130.980545
959,12.5166667,-70.0333333
960,39.99096,46.927356
961,40.65,47.476111
962,41.118889,45.453889
963,40.569167,48.396476
964,40.521667,46.080556
965,40.625278,46.975556
966,40.472255,50.333041
967,38.455977,48.87498
968,40.339444,49.803889
969,40.395278,49.882222
970,40.7552,48.391044
971,40.517888,50.113901
972,40.540833,49.659722
973,40.5725,49.706389
974,38.9558,45.6308
975,40.903896,49.335522
976,40.870977,49.342333
977,40.610278,46.789722
978,40.653056,47.740556
979,40.397462,50.336733
980,40.374444,49.681944
981,39.520018,47.0318
982,38.763253,48.762231
983,39.336672,49.214143
984,39.448771,47.335313
985,40.374444,50.085278
986,39.871307,48.064094
987,39.947532,45.962121
988,40.397778,49.898611
989,38.532778,48.816667
990,40.433333,49.85
991,40.303056,49.62
992,38.772633,48.412788
993,40.323718,49.728038
994,39.027781,48.670276
995,40.532778,50.003889
996,39.029348,46.718471
997,40.095182,48.821136
998,40.506667,46.825
999,40.556111,50.005556
1000,39.37417,49.247224
1001,38.905954,46.023411
1002,40.564032,49.8913
1003,39.458333,48.545
1004,40.296667,49.660278
1005,41.72,46.264722
1006,40.44182,50.168121
1007,39.813178,48.952303
1008,40.396667,49.973611
1009,40.78862,46.306589
1010,41.4225,46.924167
1011,40.618611,46.645278
1012,41.093333,45.366111
1013,40.404722,49.713056
1014,40.08238,49.412048
1015,40.942137,45.732171
1016,41.362587,48.515186
1017,41.427284,48.42893
1018,40.442222,49.980556
1019,40.009458,48.475154
1020,40.4425,49.948056
1021,39.407222,45.573889
1022,39.593615,48.980552
1023,41.632544,48.430248
1024,40.532222,49.716389
1025,40.322099,49.601085
1026,40.819244,49.468745
1027,39.758934,46.749187
1028,40.992222,45.628889
1029,40.363889,50.215
1030,40.518333,47.654167
1031,41.094229,45.471616
1032,41.463489,48.80605
1033,40.586944,46.315833
1034,39.9,46.866667
1035,39.912973,46.790284
1036,40.413484,49.772088
1037,41.630965,48.681
1038,40.612732,47.142329
1039,40.476104,49.941582
1040,41.633611,46.643333
1041,40.343889,49.969167
1042,44.7758333,17.1855556
1043,44.4041667,18.4475
1044,44.5405556,18.4811111
1045,44.8536111,19.1963889
1046,44.8169444,15.8708333
1047,43.6086111,17.9519444
1048,44.7569444,19.2161111
1049,43.7825,16.9252778
1050,42.8719444,18.4297222
1051,43.2575,17.8886111
1052,44.3530556,17.5894444
1053,45.1766667,16.8094444
1054,45.1411111,17.25
1055,45.2197222,16.5358333
1056,44.8825,16.1513889
1057,45.1375,17.9897222
1058,45.0458333,16.3802778
1059,45.0591667,18.4669444
1060,44.1794444,16.3638889
1061,44.1875,19.3394444
1062,44.8727778,18.8083333
1063,44.0161111,18.2588889
1064,44.7869444,16.9311111
1065,44.0572222,17.4508333
1066,44.0975,17.8788889
1067,45.0547222,16.0319444
1068,43.5575,19.0711111
1069,43.1138889,17.7036111
1070,44.2658333,18.4291667
1071,44.9669444,15.9430556
1072,44.6866667,17.7705556
1073,44.7227778,17.3277778
1074,43.3527778,17.7772222
1075,43.2286111,17.7008333
1076,44.9830556,15.9041667
1077,43.1288889,17.8666667
1078,44.9772222,17.9102778
1079,44.3666667,17.3261111
1080,44.7347222,18.0877778
1081,44.0497222,18.1194444
1082,45.1469444,16.5033333
1083,45.075,18.4113889
